"","subject","type","item","condition","question","correct_answer","response","rt","group","ambiguity","trimmed_rt"
"25",1,"gap",22,"b","0","-","-",4214,-0.5,-0.5,4214
"42",1,"gap",16,"b","0","-","-",6048,-0.5,-0.5,6048
"46",1,"gap",21,"a","0","-","-",5540,-0.5,0.5,5540
"50",1,"gap",19,"a","0","-","-",6460,-0.5,0.5,6460
"70",1,"gap",13,"a","0","-","-",3508,-0.5,0.5,3508
"81",1,"gap",14,"b","0","-","-",6009,-0.5,-0.5,6009
"95",1,"gap",20,"b","0","-","-",3477,-0.5,-0.5,3477
"118",1,"gap",24,"b","0","-","-",6898,-0.5,-0.5,6898
"122",1,"gap",23,"a","0","-","-",5104,-0.5,0.5,5104
"161",1,"gap",18,"b","0","-","-",3523,-0.5,-0.5,3523
"164",1,"gap",17,"a","0","-","-",3781,-0.5,0.5,3781
"178",1,"gap",15,"a","0","-","-",8324,-0.5,0.5,8324
"204",2,"gap",14,"a","0","-","-",6067,-0.5,0.5,6067
"212",2,"gap",20,"a","0","-","-",5290,-0.5,0.5,5290
"236",2,"gap",23,"b","0","-","-",5479,-0.5,-0.5,5479
"278",2,"gap",18,"a","0","-","-",8060,-0.5,0.5,8060
"282",2,"gap",17,"b","0","-","-",5185,-0.5,-0.5,5185
"299",2,"gap",21,"b","0","-","-",6021,-0.5,-0.5,6021
"303",2,"gap",15,"b","0","-","-",7937,-0.5,-0.5,7937
"309",2,"gap",19,"b","0","-","-",7550,-0.5,-0.5,7550
"317",2,"gap",13,"b","0","-","-",6376,-0.5,-0.5,6376
"326",2,"gap",24,"a","0","-","-",7317,-0.5,0.5,7317
"333",2,"gap",22,"a","0","-","-",3981,-0.5,0.5,3981
"337",2,"gap",16,"a","0","-","-",9422,-0.5,0.5,9422
"384",3,"gap",13,"a","0","-","-",9013,-0.5,0.5,9013
"390",3,"gap",14,"b","0","-","-",15867,-0.5,-0.5,15867
"415",3,"gap",23,"a","0","-","-",10369,-0.5,0.5,10369
"422",3,"gap",24,"b","0","-","-",15573,-0.5,-0.5,15573
"443",3,"gap",16,"b","0","-","-",16467,-0.5,-0.5,16467
"458",3,"gap",20,"b","0","-","-",23373,-0.5,-0.5,23373
"466",3,"gap",15,"a","0","-","-",10180,-0.5,0.5,10180
"484",3,"gap",19,"a","0","-","-",14636,-0.5,0.5,14636
"492",3,"gap",22,"b","0","-","-",5813,-0.5,-0.5,5813
"495",3,"gap",17,"a","0","-","-",11303,-0.5,0.5,11303
"511",3,"gap",21,"a","0","-","-",15722,-0.5,0.5,15722
"521",3,"gap",18,"b","0","-","-",16228,-0.5,-0.5,16228
"554",4,"gap",17,"b","0","-","-",4223,-0.5,-0.5,4223
"565",4,"gap",20,"a","0","-","-",3551,-0.5,0.5,3551
"568",4,"gap",24,"a","0","-","-",3076,-0.5,0.5,3076
"581",4,"gap",19,"b","0","-","-",5568,-0.5,-0.5,5568
"609",4,"gap",13,"b","0","-","-",6049,-0.5,-0.5,6049
"647",4,"gap",22,"a","0","-","-",3622,-0.5,0.5,3622
"658",4,"gap",14,"a","0","-","-",4210,-0.5,0.5,4210
"665",4,"gap",15,"b","0","-","-",3251,-0.5,-0.5,3251
"676",4,"gap",18,"a","0","-","-",3267,-0.5,0.5,3267
"680",4,"gap",16,"a","0","-","-",3481,-0.5,0.5,3481
"703",4,"gap",23,"b","0","-","-",4744,-0.5,-0.5,4744
"717",4,"gap",21,"b","0","-","-",2681,-0.5,-0.5,2681
"739",5,"gap",24,"b","0","-","-",3401,-0.5,-0.5,3401
"742",5,"gap",15,"a","0","-","-",5517,-0.5,0.5,5517
"752",5,"gap",17,"a","0","-","-",4206,-0.5,0.5,4206
"803",5,"gap",23,"a","0","-","-",2629,-0.5,0.5,2629
"811",5,"gap",22,"b","0","-","-",2897,-0.5,-0.5,2897
"830",5,"gap",21,"a","0","-","-",5716,-0.5,0.5,5716
"838",5,"gap",14,"b","0","-","-",2701,-0.5,-0.5,2701
"848",5,"gap",16,"b","0","-","-",4374,-0.5,-0.5,4374
"859",5,"gap",18,"b","0","-","-",3941,-0.5,-0.5,3941
"866",5,"gap",20,"b","0","-","-",3906,-0.5,-0.5,3906
"869",5,"gap",19,"a","0","-","-",4102,-0.5,0.5,4102
"880",5,"gap",13,"a","0","-","-",3838,-0.5,0.5,3838
"922",6,"gap",24,"a","0","-","-",5255,-0.5,0.5,5255
"928",6,"gap",15,"b","0","-","-",9351,-0.5,-0.5,9351
"937",6,"gap",13,"b","0","-","-",3451,-0.5,-0.5,3451
"965",6,"gap",14,"a","0","-","-",3221,-0.5,0.5,3221
"980",6,"gap",18,"a","0","-","-",3772,-0.5,0.5,3772
"987",6,"gap",17,"b","0","-","-",7046,-0.5,-0.5,7046
"994",6,"gap",19,"b","0","-","-",3404,-0.5,-0.5,3404
"1012",6,"gap",21,"b","0","-","-",2885,-0.5,-0.5,2885
"1038",6,"gap",16,"a","0","-","-",3818,-0.5,0.5,3818
"1056",6,"gap",22,"a","0","-","-",4795,-0.5,0.5,4795
"1063",6,"gap",20,"a","0","-","-",3597,-0.5,0.5,3597
"1071",6,"gap",23,"b","0","-","-",5030,-0.5,-0.5,5030
"1121",7,"gap",21,"a","0","-","-",5292,-0.5,0.5,5292
"1128",7,"gap",16,"b","0","-","-",6938,-0.5,-0.5,6938
"1134",7,"gap",17,"a","0","-","-",6044,-0.5,0.5,6044
"1152",7,"gap",13,"a","0","-","-",6189,-0.5,0.5,6189
"1160",7,"gap",20,"b","0","-","-",3903,-0.5,-0.5,3903
"1167",7,"gap",14,"b","0","-","-",8681,-0.5,-0.5,8681
"1193",7,"gap",22,"b","0","-","-",4297,-0.5,-0.5,4297
