"","subject","type","item","condition","question","correct_answer","response","rt","group","ambiguity","trimmed_rt"
"16",1,"gp",14,"b","!","{The_doctor_woke_himself_up}",1,3844,-0.5,-0.5,3844
"62",1,"gp",9,"a","!","{The_pianist_calmed_himself_down}",1,3042,-0.5,0.5,3042
"68",1,"gp",6,"b","!","{The_two_kids_fought_each_other}",1,3319,-0.5,-0.5,3319
"75",1,"gp",5,"a","!","{The_father_washed_the_boy}",0,2108,-0.5,0.5,2108
"100",1,"gp",17,"a","!","{The_two_men_fought_each_other}",1,3400,-0.5,0.5,3400
"106",1,"gp",2,"b","!","{The_mother_dressed_herself}",1,3563,-0.5,-0.5,3563
"116",1,"gp",18,"b","!","{The_father_washed_himself}",1,2748,-0.5,-0.5,2748
"126",1,"gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,4765,-0.5,0.5,4765
"130",1,"gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,3444,-0.5,-0.5,3444
"136",1,"gp",13,"a","!","{The_girl_calmed_herself_down}",1,1904,-0.5,0.5,1904
"147",1,"gp",21,"a","!","{Anna_dressed_herself}",1,1626,-0.5,0.5,1626
"151",1,"gp",22,"b","!","{The_two_footballers_fought_each_other}",1,2226,-0.5,-0.5,2226
"195",2,"gp",16,"a","!","{The_researcher_woke_himself_up}",1,3657,-0.5,0.5,3657
"202",2,"gp",17,"b","!","{The_two_men_fought_each_other}",1,2911,-0.5,-0.5,2911
"209",2,"gp",4,"a","!","{The_two_children_hugged_their_friend}",0,2561,-0.5,0.5,2561
"261",2,"gp",20,"a","!","{The_two_friends_met_each_other}",1,2585,-0.5,0.5,2585
"269",2,"gp",8,"a","!","{Mary_dressed_the_boy}",0,1956,-0.5,0.5,1956
"275",2,"gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,2505,-0.5,-0.5,2505
"286",2,"gp",12,"a","!","{The_nurse_washed_the_baby}",0,2174,-0.5,0.5,2174
"289",2,"gp",24,"a","!","{The_two_actresses_met_the_director}",0,2652,-0.5,0.5,2652
"307",2,"gp",9,"b","!","{The_pianist_calmed_himself_down}",1,3468,-0.5,-0.5,3468
"314",2,"gp",5,"b","!","{The_father_washed_himself}",1,1921,-0.5,-0.5,1921
"342",2,"gp",21,"b","!","{Anna_dressed_herself}",1,1236,-0.5,-0.5,1236
"352",2,"gp",13,"b","!","{The_girl_calmed_herself_down}",1,1454,-0.5,-0.5,1454
"379",3,"gp",4,"b","!","{The_two_children_hugged_each_other}",1,4729,-0.5,-0.5,4729
"382",3,"gp",20,"b","!","{The_two_friends_met_each_other}",1,3223,-0.5,-0.5,3223
"394",3,"gp",12,"b","!","{The_nurse_washed_herself}",1,3367,-0.5,-0.5,3367
"430",3,"gp",24,"b","!","{The_two_actresses_met_each_other}",1,2743,-0.5,-0.5,2743
"436",3,"gp",15,"a","!","{The_aunt_dressed_herself}",1,2633,-0.5,0.5,2633
"448",3,"gp",23,"a","!","{The_mother_washed_herself}",1,1790,-0.5,0.5,1790
"478",3,"gp",7,"a","!","{The_man_woke_himself_up}",1,3518,-0.5,0.5,3518
"482",3,"gp",16,"b","!","{The_researcher_woke_himself_up}",1,2973,-0.5,-0.5,2973
"499",3,"gp",11,"a","!","{The_lady_woke_herself_up}",1,2909,-0.5,0.5,2909
"508",3,"gp",19,"a","!","{The_coach_calmed_himself_down}",1,3495,-0.5,0.5,3495
"525",3,"gp",3,"a","!","{The_two_journalists_met_each_other}",1,2618,-0.5,0.5,2618
"535",3,"gp",8,"b","!","{Mary_dressed_herself}",1,3633,-0.5,-0.5,3633
"559",4,"gp",11,"b","!","{The_lady_woke_herself_up}",1,2515,-0.5,-0.5,2515
"585",4,"gp",6,"a","!","{The_two_kids_fought_each_other}",1,2739,-0.5,0.5,2739
"603",4,"gp",2,"a","!","{The_mother_dressed_the_baby}",0,1869,-0.5,0.5,1869
"607",4,"gp",15,"b","!","{The_aunt_dressed_herself}",1,1286,-0.5,-0.5,1286
"628",4,"gp",14,"a","!","{The_doctor_woke_himself_up}",1,1580,-0.5,0.5,1580
"632",4,"gp",23,"b","!","{The_mother_washed_the_child}",0,3461,-0.5,-0.5,3461
"645",4,"gp",22,"a","!","{The_two_footballers_fought_each_other}",1,2300,-0.5,0.5,2300
"652",4,"gp",7,"b","!","{The_man_woke_himself_up}",1,1120,-0.5,-0.5,1120
"670",4,"gp",3,"b","!","{The_two_journalists_met_each_other}",1,2919,-0.5,-0.5,2919
"688",4,"gp",10,"a","!","{The_two_soldiers_fought_each_other}",1,2556,-0.5,0.5,2556
"694",4,"gp",18,"a","!","{The_father_washed_the_baby}",0,1469,-0.5,0.5,1469
"708",4,"gp",19,"b","!","{The_coach_calmed_himself_down}",1,2314,-0.5,-0.5,2314
"765",5,"gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,2875,-0.5,0.5,2875
"771",5,"gp",2,"b","!","{The_mother_dressed_the_baby}",0,3629,-0.5,-0.5,3629
"781",5,"gp",18,"b","!","{The_father_washed_the_baby}",0,3630,-0.5,-0.5,3630
"798",5,"gp",21,"a","!","{Anna_dressed_the_child}",0,1624,-0.5,0.5,1624
"808",5,"gp",13,"a","!","{The_girl_calmed_the_boy_down}",0,3354,-0.5,0.5,3354
"827",5,"gp",14,"b","!","{The_doctor_woke_himself_up}",1,3330,-0.5,-0.5,3330
"842",5,"gp",6,"b","!","{The_two_kids_fought_each_other}",1,3234,-0.5,-0.5,3234
"845",5,"gp",22,"b","!","{The_two_footballers_fought_each_other}",1,2809,-0.5,-0.5,2809
"864",5,"gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,2597,-0.5,-0.5,2597
"873",5,"gp",17,"a","!","{The_two_men_fought_each_other}",1,2285,-0.5,0.5,2285
"877",5,"gp",5,"a","!","{The_father_washed_the_boy}",0,1943,-0.5,0.5,1943
"885",5,"gp",9,"a","!","{The_pianist_calmed_the_singer_down}",0,3653,-0.5,0.5,3653
"915",6,"gp",5,"b","!","{The_father_washed_himself}",1,4095,-0.5,-0.5,4095
"948",6,"gp",17,"b","!","{The_two_men_fought_each_other}",1,3729,-0.5,-0.5,3729
"963",6,"gp",20,"a","!","{The_two_friends_met_the_man}",0,3125,-0.5,0.5,3125
"973",6,"gp",9,"b","!","{The_pianist_calmed_himself_down}",1,3398,-0.5,-0.5,3398
"992",6,"gp",24,"a","!","{The_two_actresses_met_the_director}",0,2534,-0.5,0.5,2534
"998",6,"gp",12,"a","!","{The_nurse_washed_the_baby}",0,3563,-0.5,0.5,3563
"1001",6,"gp",13,"b","!","{The_girl_calmed_herself_down}",1,2873,-0.5,-0.5,2873
"1015",6,"gp",8,"a","!","{Mary_dressed_the_boy}",0,2478,-0.5,0.5,2478
"1019",6,"gp",16,"a","!","{The_researcher_woke_the_assistant_up}",0,2823,-0.5,0.5,2823
"1029",6,"gp",4,"a","!","{The_two_children_hugged_their_friend}",0,3084,-0.5,0.5,3084
"1050",6,"gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,2582,-0.5,-0.5,2582
"1079",6,"gp",21,"b","!","{Anna_dressed_herself}",1,2601,-0.5,-0.5,2601
"1096",7,"gp",3,"a","!","{The_two_journalists_met_the_president}",0,2964,-0.5,0.5,2964
"1105",7,"gp",4,"b","!","{The_two_children_hugged_each_other}",1,2833,-0.5,-0.5,2833
"1138",7,"gp",7,"a","!","{The_man_woke_himself_up}",1,4372,-0.5,0.5,4372
"1149",7,"gp",19,"a","!","{The_coach_calmed_himself_down}",1,3700,-0.5,0.5,3700
"1157",7,"gp",11,"a","!","{The_lady_woke_herself_up}",1,2960,-0.5,0.5,2960
"1172",7,"gp",15,"a","!","{The_aunt_dressed_the_boy}",0,2322,-0.5,0.5,2322
"1179",7,"gp",12,"b","!","{The_nurse_washed_herself}",1,4266,-0.5,-0.5,4266
"1186",7,"gp",23,"a","!","{The_mother_washed_the_child}",0,2185,-0.5,0.5,2185
"1214",7,"gp",16,"b","!","{The_researcher_woke_himself_up}",1,1738,-0.5,-0.5,1738
"1224",7,"gp",8,"b","!","{Mary_dressed_herself}",1,2836,-0.5,-0.5,2836
"1245",7,"gp",24,"b","!","{The_two_actresses_met_each_other}",1,5812,-0.5,-0.5,5812
"1248",7,"gp",20,"b","!","{The_two_friends_met_each_other}",1,2375,-0.5,-0.5,2375
"1280",8,"gp",23,"b","!","{The_mother_washed_herself}",1,3574,-0.5,-0.5,3574
"1291",8,"gp",7,"b","!","{The_man_woke_himself_up}",1,4532,-0.5,-0.5,4532
"1315",8,"gp",2,"a","!","{The_mother_dressed_the_baby}",0,2367,-0.5,0.5,2367
"1319",8,"gp",15,"b","!","{The_aunt_dressed_the_boy}",0,1798,-0.5,-0.5,1798
"1343",8,"gp",11,"b","!","{The_lady_woke_herself_up}",1,5442,-0.5,-0.5,5442
"1350",8,"gp",19,"b","!","{The_coach_calmed_the_basketball_player_down}",0,3762,-0.5,-0.5,3762
"1357",8,"gp",3,"b","!","{The_two_journalists_met_each_other}",1,9266,-0.5,-0.5,9266
"1364",8,"gp",10,"a","!","{The_two_soldiers_fought_the_General}",0,3592,-0.5,0.5,3592
"1389",8,"gp",18,"a","!","{The_father_washed_the_baby}",0,3121,-0.5,0.5,3121
"1402",8,"gp",22,"a","!","{The_two_footballers_fought_the_coach}",0,2801,-0.5,0.5,2801
"1410",8,"gp",14,"a","!","{The_doctor_woke_himself_up}",1,3341,-0.5,0.5,3341
"1435",8,"gp",6,"a","!","{The_two_kids_fought_each_other}",1,4823,-0.5,0.5,4823
"1456",9,"gp",6,"b","!","{The_two_kids_fought_each_other}",1,2559,-0.5,-0.5,2559
"1460",9,"gp",21,"a","!","{Anna_dressed_herself}",1,1804,-0.5,0.5,1804
"1470",9,"gp",9,"a","!","{The_pianist_calmed_the_singer_down}",0,2545,-0.5,0.5,2545
"1516",9,"gp",17,"a","!","{The_two_men_fought_the_terrorist}",0,2006,-0.5,0.5,2006
"1532",9,"gp",10,"b","!","{The_two_soldiers_fought_the_General}",0,2253,-0.5,-0.5,2253
"1540",9,"gp",2,"b","!","{The_mother_dressed_the_baby}",0,1618,-0.5,-0.5,1618
"1551",9,"gp",14,"b","!","{The_doctor_woke_himself_up}",1,2493,-0.5,-0.5,2493
